GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.User.Saml,29,0,2,0,9,0,6,0,5,0
E2E Tests Coverage Report,uk.co.e_mis.integration.portalsdk.entities,SessionRequest.Provenance.Organisation,50,0,6,0,16,0,11,0,8,0
E2E Tests Coverage Report,com.pkb.service.datapoint,DataWithEncounterRules,4,12,0,0,2,5,1,3,1,3
E2E Tests Coverage Report,com.pkb.service.datapoint,DataWithUIPermissions,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.datapoint,DataPointDTO,0,37,0,0,0,14,0,8,0,8
E2E Tests Coverage Report,com.pkb.fhirwall,FhirwallApplication,0,8,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomAlarmMigrator,99,0,10,0,26,0,10,0,5,0
E2E Tests Coverage Report,com.pkb.symptom.entity,AlarmSymptomData,4,34,0,0,2,15,1,10,1,10
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomReportHistoryDTO,1,133,3,11,1,31,3,13,0,9
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomReportDTO,12,92,1,1,2,33,2,20,1,20
E2E Tests Coverage Report,com.pkb.symptom.entity,Symptom,11,3493,0,10,3,256,3,22,3,17
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomAlarmDTO,31,51,0,0,11,20,6,13,6,13
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomReportMigrator,0,26,0,0,0,5,0,3,0,3
E2E Tests Coverage Report,com.pkb.symptom.entity,SymptomSeverity,16,142,2,4,6,20,6,6,4,5
E2E Tests Coverage Report,com.pkb.plan.domain,PlanAutosave,0,122,0,0,0,52,0,35,0,35
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,DiagnosisConverter,61,35,4,0,14,8,4,2,2,2
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,AttachmentConverter,23,48,0,0,6,12,1,3,1,3
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,ParticipantConverter,114,54,13,7,29,12,10,4,2,2
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,EncounterConverter,213,132,27,11,39,27,20,5,4,2
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,BaseFieldPopulator,39,0,0,0,12,0,5,0,5,0
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,TestResultConverter,130,135,26,8,33,30,17,5,2,3
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,CarePlanConverter,258,6,20,0,58,3,12,1,2,1
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,PkbPersonToApiParticipantConverter,0,36,0,0,0,10,0,2,0,2
E2E Tests Coverage Report,com.pkb.api.util.converter.v2,MessageToApiEncounterMessageConverter,58,49,7,1,13,12,5,2,1,2
E2E Tests Coverage Report,com.pkb.action.calendar,DisplayScheduleAction,30,528,1,19,10,132,1,29,0,20
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,SourceDatabaseConfig,0,46,0,0,0,11,0,4,0,4
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,MetaConfig,0,14,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,RetrieverConfig,0,53,0,0,0,11,0,7,0,7
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,DecryptionConfig,0,23,0,0,0,5,0,5,0,5
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,TransformationConfig,0,47,0,0,0,8,0,5,0,5
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,KmsConfig,0,29,0,0,0,7,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,LiquibaseConfig,0,15,0,0,0,5,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,KmsConfig.new KmsClientConfig() {...},0,19,0,0,0,4,0,4,0,4
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,EhrmigratorConfigImpl,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,DateTimeServiceConfig,4,10,1,1,1,3,1,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,ApplicationConfig,0,52,0,0,0,22,0,15,0,15
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,TestControlRouteBuilder,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,TransformationConfig.new EHRDataDeserializer() {...},0,6,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,TestControlConfig,0,35,0,0,0,11,0,5,0,5
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,MetricsConfig,0,5,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.configuration,EhrmigratorConfig,0,57,0,0,0,8,0,8,0,8
E2E Tests Coverage Report,com.pkb.api.util.converter.v1,PersonContactToApiContactConverter,14,48,0,0,5,12,2,3,2,3
E2E Tests Coverage Report,com.pkb.api.util.converter.v1,DiaryEntryToApiJournalEntryConverter,33,3,0,0,8,1,1,1,1,1
E2E Tests Coverage Report,com.pkb.api.util.converter.v1,PkbPersonToApiUserConverter,0,164,0,6,0,38,0,7,0,4
E2E Tests Coverage Report,com.pkb.kms.web.config,RedisConfigProperties,0,26,0,0,0,4,0,5,0,5
E2E Tests Coverage Report,com.pkb.kms.web.config,KmsCacheProperties,11,58,2,2,0,12,3,4,1,4
E2E Tests Coverage Report,com.pkb.kms.web.config,CacheConfig,0,85,0,0,0,11,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.web.config,AutoTimingConfiguration,0,11,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.web.config,JacksonConfiguration,0,7,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.kms.web.config,MetricsConfiguration,2,56,2,2,0,11,2,4,0,4
E2E Tests Coverage Report,com.pkb.kms.web.config,DateTimeServiceConfiguration,4,20,1,1,1,6,1,4,0,4
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireTeamEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireRequestEntity,0,75,0,0,0,18,0,9,0,9
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,DecryptedQuestionnaireResponse,0,74,0,0,0,9,0,8,0,8
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireResponseEntity,0,66,0,0,0,18,0,9,0,9
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireTeamId_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireTeamId,21,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireEntity,0,57,0,0,0,14,0,7,0,7
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,BaseEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireTeamEntity,23,36,0,0,1,10,3,5,3,5
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireRequestEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireRequestIdentifierEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireRequestIdentifierEntity,0,39,0,0,0,10,0,5,0,5
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireResponseEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,QuestionnaireEntity_,3,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,BaseEntity,1,13,1,1,0,4,1,3,0,3
E2E Tests Coverage Report,com.pkb.questionnaireservice.entities,DecryptedQuestionnaireResponseSerialize,0,24,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,AllergyIntoleranceDownstreamCopier,109,11,6,0,18,3,7,2,4,2
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,AppointmentDownstreamCopier,35,223,5,11,4,34,5,9,0,6
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,CodeSystemDownstreamCopier,1,43,1,1,0,7,1,3,0,3
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,ValueSetDownstreamCopier,1,43,1,1,0,7,1,3,0,3
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,ProvenanceDownstreamCopier,43,372,12,20,7,50,10,13,0,7
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,MedicationStatementDownstreamCopier,120,11,10,0,19,3,9,2,4,2
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,ObservationDownstreamCopier,112,11,8,0,19,3,8,2,4,2
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,ConditionDownstreamCopier,22,101,4,4,4,18,4,6,0,6
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,EncounterDownstreamCopier,278,11,14,0,46,3,13,2,6,2
E2E Tests Coverage Report,com.pkb.aggregator.service.copier.r4,ConsentDownstreamCopier,12,210,5,11,3,34,5,10,0,7
E2E Tests Coverage Report,com.pkb.service.invitation.impl,BulkInvitationCliniciansTask,358,530,33,31,71,106,32,15,2,13
E2E Tests Coverage Report,com.pkb.service.invitation.impl,LetterInvitationService,13,193,0,2,0,41,2,16,2,15
E2E Tests Coverage Report,com.pkb.service.invitation.impl,InvitationManager,326,1675,28,94,56,313,34,80,7,45
E2E Tests Coverage Report,com.pkb.service.invitation.impl,InvitationOperationManager,53,186,2,4,11,40,5,5,3,4
E2E Tests Coverage Report,com.pkb.service.invitation.impl,InvitationManagerHelper,0,21,1,1,0,8,1,2,0,2
E2E Tests Coverage Report,com.pkb.service.invitation.impl,SecretToken,0,16,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.service.invitation.impl,LetterInvitationManager,188,767,8,26,9,134,17,39,9,30
E2E Tests Coverage Report,com.pkb.service.invitation.impl,LetterInvitationValidator,46,63,7,7,6,16,7,5,2,3
E2E Tests Coverage Report,com.pkb.service.invitation.impl,LetterInvitationUtility,0,21,0,0,0,5,0,5,0,5
E2E Tests Coverage Report,com.pkb.service.invitation.impl,SensitiveLetterInvitation,0,15,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.domain.letterinvitation,LetterInvitationTokenService,0,13,0,0,0,4,0,4,0,4
E2E Tests Coverage Report,com.pkb.domain.letterinvitation,LetterInvitationValidatorService,13,31,2,4,2,7,2,3,0,2
E2E Tests Coverage Report,com.pkb.domain.letterinvitation,LetterInvitationService,26,324,3,3,4,71,5,12,2,12
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,RawParameterParser.Batch,0,9,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsTranslator,5,121,1,1,3,36,1,8,0,8
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsTemplate.CieMessageDeletionsTemplate,0,10,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsTemplate.BaseMessageDeletionTemplate,15,90,1,1,1,19,1,5,0,5
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsTemplate.GenericMessageDeletionsTemplate,0,10,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,RawParameterParser,0,44,0,0,0,8,0,5,0,5
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsTemplate,9,226,0,6,2,49,1,14,1,11
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsOutboundRouteBuilder,2,39,0,0,1,12,1,3,1,3
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.messagedeletion,MessageDeletionsResult.AbstractMessageDeletionsResult,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.authentication.principal.client,ApiClient,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,EmailDeletionTemplate.BaseEmailDeletionTemplate,0,37,0,0,0,6,0,2,0,2
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,EmailDeletionTemplate,12,116,1,1,3,26,2,7,1,7
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,EmailDeletionTranslator,2,58,1,1,0,18,1,6,0,6
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,EmailDeletionOutboundRouteBuilder,2,39,0,0,1,12,1,3,1,3
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,EmailDeletionResult.AbstractEmailDeletionResult,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.phoenix.api.service.task.template.emaildeletion,TaskResponseListener,6,34,0,0,2,10,0,3,0,3
E2E Tests Coverage Report,com.pkb.query.domain,QueryMetadata,0,65,2,6,0,15,2,11,0,9
E2E Tests Coverage Report,com.pkb.query.domain,QuerySortOrder.SortOrderDirection,0,24,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.query.domain,QuerySortOrder,8,15,0,0,4,6,2,3,2,3
E2E Tests Coverage Report,com.pkb.query.domain,QueryPagination,0,15,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisApiClient,2,404,2,14,0,75,3,26,1,20
E2E Tests Coverage Report,com.pkb.emis.appointment.service,ErrorCode.Constants,0,13,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisErrorExtractor,28,51,2,2,5,13,3,6,2,5
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisApiException,4,9,0,0,1,4,1,2,1,2
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisServiceContext.Builder,0,20,0,0,0,7,0,4,0,4
E2E Tests Coverage Report,com.pkb.emis.appointment.service,SessionManagingEmisApiClient,9,211,1,3,2,42,1,20,0,19
E2E Tests Coverage Report,com.pkb.emis.appointment.service,ErrorCode,37,505,13,11,2,51,13,24,5,20
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisServiceContext,0,28,0,0,0,9,0,5,0,5
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisAppointmentManager,50,258,7,3,8,56,6,21,2,20
E2E Tests Coverage Report,com.pkb.emis.appointment.service,EmisSessionService,9,158,1,7,1,43,1,15,0,12
E2E Tests Coverage Report,com.pkb.emis.appointment.service,SessionData,2,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.api.internal.privacy,EditDataPointPrivacyApiController,12,138,1,2,1,40,1,7,0,6
E2E Tests Coverage Report,com.pkb.testdatagenerator.impl,TestDataGenerator,15,310,3,7,4,63,2,9,0,6
E2E Tests Coverage Report,com.pkb.api.fhir,SpecialtyMapper,0,35,0,0,0,8,0,3,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,FhirApiApplication,0,8,0,0,0,3,0,2,0,2
E2E Tests Coverage Report,com.pkb.api.fhir,FhirPatientHL7PatientMapper,34,662,23,51,2,115,24,53,2,38
E2E Tests Coverage Report,com.pkb.api.fhir,FhirApiServer,7,101,1,1,1,21,1,3,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,FhirCodeSystemToNationalIdTypeMapper,0,56,0,0,0,8,0,2,0,2
E2E Tests Coverage Report,com.pkb.api.fhir,FhirPatientCreationService.State,0,24,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.api.fhir,PeriodMapperImpl,6,54,4,2,2,12,3,3,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,CodingMapperImpl,6,40,4,2,2,12,3,3,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,TemporalMapper,0,54,0,0,0,8,0,8,0,8
E2E Tests Coverage Report,com.pkb.api.fhir,FhirPatientCreationService,92,551,23,33,14,113,23,26,1,20
E2E Tests Coverage Report,com.pkb.api.fhir,NationalIdToIdentifierMapper,3,39,0,0,1,8,1,2,1,2
E2E Tests Coverage Report,com.pkb.api.fhir,PrivacyFlagsMapper,0,69,0,10,0,18,0,9,0,4
E2E Tests Coverage Report,com.pkb.api.fhir,CodingMapper,0,25,0,0,0,7,0,3,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,PhrAuthenticationExtractingInterceptor,13,32,0,0,0,8,2,2,2,2
E2E Tests Coverage Report,com.pkb.api.fhir,Authority,3,2,0,0,1,1,1,1,1,1
E2E Tests Coverage Report,com.pkb.api.fhir,CanonicalCodeSystemURLs,3,12,0,0,1,6,1,6,1,6
E2E Tests Coverage Report,com.pkb.api.fhir,DataAbsentReasonUtil,3,32,0,0,1,9,1,2,1,2
E2E Tests Coverage Report,com.pkb.api.fhir,PhrPatientResourceProvider,0,75,0,0,0,19,0,5,0,5
E2E Tests Coverage Report,com.pkb.api.fhir,FhirPatientResourceService,0,46,0,2,0,14,0,4,0,3
E2E Tests Coverage Report,com.pkb.api.fhir,TemporalMapperImpl,0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.api.fhir,FhirApiConfig,4,1119,1,1,1,181,1,168,0,168
E2E Tests Coverage Report,com.pkb.api.fhir,AbstractResourceService,111,196,0,0,13,24,8,15,8,15
E2E Tests Coverage Report,com.pkb.api.fhir,IdGeneratorUtil,3,76,0,2,1,12,1,6,1,5
E2E Tests Coverage Report,com.pkb.api.fhir,CanonicalExtensionURLs,5,18,0,0,2,9,2,9,2,9
E2E Tests Coverage Report,com.pkb.api.fhir,BundleMapper,75,384,1,7,8,55,9,30,8,27
E2E Tests Coverage Report,com.pkb.api.fhir,PhrFhirApiServer,0,45,0,0,0,12,0,2,0,2
E2E Tests Coverage Report,com.pkb.api.fhir,PhrFhirAuthenticationService,25,137,8,6,3,38,7,10,0,10
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,QuestionnaireServiceClient,122,0,0,0,20,0,8,0,8,0
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,QuestionnaireServiceClientImpl,250,208,19,5,17,18,19,18,8,17
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,QuestionnaireResponseClientImpl,0,137,0,0,0,16,0,5,0,5
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,ErrorHandlingCallAdapterFactory,12,48,3,3,2,7,3,2,0,2
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,ErrorHandlingCallAdapter,0,73,0,2,0,12,0,4,0,3
E2E Tests Coverage Report,com.pkb.questionnaireservice.client,QuestionnaireServiceRetrofit.Companion,0,60,0,0,0,9,0,1,0,1
E2E Tests Coverage Report,com.pkb.action.userprofile,UserProfileDataSource,381,1892,29,139,34,349,44,133,21,72
E2E Tests Coverage Report,com.pkb.action.userprofile,UserProfile,16,409,2,12,7,135,6,77,4,72
E2E Tests Coverage Report,com.pkb.action.userprofile,UserProfileDataSourceFactory,0,58,0,0,0,13,0,2,0,2
E2E Tests Coverage Report,com.pkb.action.userprofile,SymptomsReminderCheckboxStatus,4,18,0,0,2,8,1,4,1,4
E2E Tests Coverage Report,com.pkb.action.userprofile,DuplicateTeamLevelIdError,27,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.action.userprofile,ManageUserProfileAction,109,861,12,68,39,194,34,84,23,55
E2E Tests Coverage Report,com.pkb.action.userprofile,UserProfileUpdateError,9,0,0,0,3,0,2,0,2,0
E2E Tests Coverage Report,com.pkb.action.userprofile,DuplicateOrgLevelIdError,27,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.action.emis.pfs,RegisterForEmisPfsAction,7,197,0,8,0,51,1,25,1,21
E2E Tests Coverage Report,com.pkb.action.emis.pfs,EmisMessageHelper.AccessType,0,24,0,0,0,3,0,1,0,1
E2E Tests Coverage Report,com.pkb.action.emis.pfs,EmisMessageHelper,7,288,0,6,0,44,1,21,1,18
E2E Tests Coverage Report,com.pkb.action.emis.pfs,EmisPfsStatsCollector,3,294,0,2,1,87,1,13,1,12
E2E Tests Coverage Report,com.pkb.emis.appointment,EmisApiLoggingHelper,5,19,0,0,2,6,2,2,2,2
E2E Tests Coverage Report,com.pkb.api.internal.messaging,PKBPersonToMessagingPKBPersonDTOConverter,7,77,4,8,3,21,6,4,2,2
E2E Tests Coverage Report,com.pkb.api.internal.messaging,MessagingPKBPersonDTO,0,45,0,0,0,5,0,5,0,5
E2E Tests Coverage Report,com.pkb.fhir.migration.decrypt,MigrationEncryptedEhrDataDecryptor,0,5,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.kms.web.controller.advice,RestResponseEntityExceptionHandler.handleMethodArgumentNotValid.description.new Function1() {...},20,0,2,0,3,0,2,0,1,0
E2E Tests Coverage Report,com.pkb.kms.web.controller.advice,RestResponseEntityExceptionHandler,139,138,14,8,21,24,13,9,3,6
E2E Tests Coverage Report,com.pkb.institute.bean,InstituteBean,32,69,0,0,6,11,2,9,2,9
E2E Tests Coverage Report,com.pkb.patient.activation,BaseAccountDetailsDTO,0,12,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.calendar.entity,AvailabilityDTO,0,24,0,0,0,10,0,7,0,7
E2E Tests Coverage Report,com.pkb.calendar.entity,Event,0,61,0,0,0,22,0,13,0,13
E2E Tests Coverage Report,com.pkb.calendar.entity,AppointmentDTO,82,295,18,22,20,93,17,61,7,51
E2E Tests Coverage Report,com.pkb.calendar.entity,Event.EventType,14,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.calendar.entity,AppointmentRequestDTO,7,88,1,1,2,32,2,18,1,18
E2E Tests Coverage Report,com.pkb.util,PersonAmbiguityHandler,37,45,8,8,8,10,10,6,2,6
E2E Tests Coverage Report,com.pkb.util,FormValidationErrors,150,136,12,6,27,26,16,15,9,13
E2E Tests Coverage Report,com.pkb.util,PatientIdentifiers.Builder,21,162,0,6,6,39,2,13,2,10
E2E Tests Coverage Report,com.pkb.util,InternalRestAppConfig,0,4,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.util,PKBEmailValidator.EmailValidationFailure.Invalid,27,0,0,0,8,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.util,InternalStateClearerService,0,35,0,0,0,11,0,3,0,3
E2E Tests Coverage Report,com.pkb.util,TimelineChartUtil.RangeDetails.Range,0,109,0,0,0,19,0,6,0,6
E2E Tests Coverage Report,com.pkb.util,TableRemoteDeSerializer,51,0,6,0,12,0,7,0,4,0
E2E Tests Coverage Report,com.pkb.util,TestHistoryUtil,4,483,2,16,1,107,2,22,0,15
E2E Tests Coverage Report,com.pkb.util,PKBWebUtil,151,739,6,26,27,140,18,65,14,53
E2E Tests Coverage Report,com.pkb.util,PKBServiceUtil,42,212,8,8,7,43,7,20,2,17
E2E Tests Coverage Report,com.pkb.util,VersionDetailsPersistenceListener,4,40,1,5,1,9,1,5,0,3
E2E Tests Coverage Report,com.pkb.util,SpaConfig,0,122,0,0,0,52,0,35,0,35
E2E Tests Coverage Report,com.pkb.util,UncheckedCsvPrinter.Factory,10,39,0,2,5,9,0,5,0,4
E2E Tests Coverage Report,com.pkb.util,ContextSwitchValidator,33,138,4,16,2,24,5,11,1,5
E2E Tests Coverage Report,com.pkb.util,RequestCache,10,66,3,5,1,15,3,9,0,8
E2E Tests Coverage Report,com.pkb.util,PKBEmailValidator.EmailValidationFailure.Blank,2,0,0,0,1,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.util,XmlSanitiser,130,0,22,0,38,0,14,0,3,0
E2E Tests Coverage Report,com.pkb.util,UrlUtil,14,71,0,2,4,13,2,5,2,4
E2E Tests Coverage Report,com.pkb.util,SupportCodeGenerator,0,96,0,8,0,19,0,11,0,7
E2E Tests Coverage Report,com.pkb.util,WebUtilBean,67,391,16,30,11,78,12,35,0,24
